No;Nomor Laporan;Tanggal Laporan;Tanggal Penilaian;Nilai Wajar Laporan;Deskripsi Objek;Nama Unit;Pemohon ;Nomor Surat Permohonan;Kategori Penilaian;Tanggal Permohonan Diterima;Objek Penilaian;Jumlah Objek Laporan;Nomor Surat Tugas;Tanggal Mulai Survey ;Tanggal Selesai Survey;Nomor Surat Kelengkapan ;Tanggal Surat Kelengkapan ;Nomor Surat Balas Kelengkapan ;Tanggal Surat Balas Kelengkapan ;Nota Dinas Tenaga Bantuan ;Tanggal Nota Dinas Tenaga Bantuan ;Nomor Nota Dinas Balas Bantuan ;Tanggal Balas Bantuan ;Nomor Surat BATKD Kirim ;Tanggal Surat BATKD Kirim ;Nomor Balasan Pemohon BATKD;Tanggal Balasan Pemohon BATKD;Nomor BATKD;Tanggal BATKD;Nomor Surat Penyerahan ;Tanggal Penyerahan ;Jenis Objek ;Jenis Objek Lainnya ;Tujuan Penilaian 1;Tujuan Penilaian 2;Tujuan Penilaian Lainnya ;Total Objek Permohonan ;Nomor Surat Konfirmasi ;Tanggal Surat Konfirmasi ;Nomor Surat Balas Konfirmasi;Tanggal Surat Balas Konfirmasi
1660;LAP-0217/1/PRO-01/KNL.1601/01.03.01/2024;03-04-2024;27-03-2024;1950000;BMN Selain Tanah dan/atau Bangunan berupa Limbah Padat eks Kendaraan Roda 4;Kantor Pelayanan Kekayaan Negara dan Lelang Manado;Direktorat Jenderal Rehabilitasi Sosial;3475/4.1/PL.06.00/12/2023;Penilaian Properti;22-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-318/KNL.1601/2024;27-03-2024;27-03-2024;;;;;;;;;;;;;;;S-1215/KNL.1601/2024;04-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;2;;;;
1661;LAP-0195/1/PRO-01/KNL.0503/01.03.01/2024;02-04-2024;15-03-2024;74188653000;"Aset Properti Eks BPPN / Eks
BLBI berupa tanah yang
terletak di Desa Negeri Jaya,
Desa Negeri Katon, Desa
Gedung Harta dan Desa
Gedung Aji, Kecamatan
Selagai Lingga, Kabupaten
Lampung Tengah, Provinsi
Lampung.";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Metro - KPKNL_PKN;ND-138/KNL.050302/2024;Penilaian Properti;28-02-2024;Barang Milik Negara (pada Pengelola Barang);1;ST-102/KNL.0503/2024;13-03-2024;15-03-2024;;;;;;;;;;;;;;;ND-58/KNL.0503/PiPem.3/2024;03-04-2024;Tanah;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
1662;LAP-0022/1/PRO-01/KNL.0202/01.02.01/2024;02-04-2024;01-04-2024;17170000;Sewa Tanah untuk ATM;Kantor Pelayanan Kekayaan Negara dan Lelang Pematang Siantar;Kantor Pelayanan Kekayaan Negara dan Lelang Pematang Siantar;ND-66/KNL.020202/2024;Penilaian Properti;01-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-119/KNL.0202/2024;01-04-2024;01-04-2024;;;;;;;;;;;;;;;ND-262/KNL.0202/2024;02-04-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
1663;LAP-0027/1/PRO-01/KNL.1701/01.02.01/2024;28-03-2024;20-03-2024;506893000;Sebagian tanah untuk peruntukkan sewa lahan parkir;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon - KPKNL_PKN;ND-186/KNL.170102/2024;Penilaian Properti;18-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-116/KNL.1701/2024;20-03-2024;20-03-2024;;;;;;;;;;;;;;;ND-117/KNL.1701/PiPem.4/2024;28-03-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;4;;;;
1664;LAP-0056/1/PRO-01/KNL.0401/01.03.01/2024;22-03-2024;14-03-2024;42787000;Barang Milik Negara yang Berasal dari Barang Rampasan Kejaksaan berupa 4 (empat) unit Kendaraan Bermotor Roda Dua dan Roda Empat;Kantor Pelayanan Kekayaan Negara dan Lelang Jambi;Kantor Pelayanan Kekayaan Negara dan Lelang Jambi - KPKNL_PKN;ND-207/KNL.040102/2024;Penilaian Properti;04-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);4;ST-216/KNL.0401/2024;13-03-2024;14-03-2024;;;;;;;;;;;;;;;;;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;4;;;;
1665;LAP-0051/1/PRO-01/KNL.1401/01.03.01/2024;27-03-2024;07-03-2024;10978000;hp;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;Kejaksaan Negeri Tabanan;B-353/N.1.17/Kpa.5/02/2024;Penilaian Properti;23-02-2024;Barang Rampasan;9;ST-328/KNL.1401/2024;07-03-2024;07-03-2024;;;;;;;;;;;;;;;S-769/KNL.1401/2024;02-04-2024;Peralatan dan Mesin;;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;Penilaian Barang Rampasan untuk Penjualan Secara Langsung;9;;;;
1666;LAP-5100/1/PRO-01/KNL.1401/01.03.01/2024;27-03-2024;07-03-2024;1549000;hp;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;Kejaksaan Negeri Tabanan;B-353/N.1.17/Kpa.5/02/2024;Penilaian Properti;23-02-2024;Barang Rampasan;3;ST-328/KNL.1401/2024;07-03-2024;07-03-2024;;;;;;;;;;;;;;;S-769/KNL.1401/2024;02-04-2024;Peralatan dan Mesin;;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;Penilaian Barang Rampasan untuk Penjualan Secara Langsung;3;;;;
1667;LAP-0057/1/PRO-01/KNL.0401/01.03.01/2024;25-03-2024;22-03-2024;216000;Barang Milik Negara yang Berasal dari Barang Rampasan berupa 1 (satu) Unit Kendaraan Bermotor Roda Dua;Kantor Pelayanan Kekayaan Negara dan Lelang Jambi;Kejaksaan Negeri Batang Hari;B-542/Cu.2/03/2024;Penilaian Properti;14-03-2024;Barang Sitaan;1;ST-249/KNL.0401/2024;22-03-2024;22-03-2024;;;;;;;;;;;;;;;;;Lain - lain;motor;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;-;1;;;;
1668;LAP-0016/1/PRO-01/KNL.1505/03.01.00/2024;13-03-2024;08-03-2024;77966000;Barang jaminan KSU Bangun Jaya;Kantor Pelayanan Kekayaan Negara dan Lelang Kendari;Kantor Pelayanan Kekayaan Negara dan Lelang Kendari;ND-48/KNL.150503/2024;Penilaian Properti;01-03-2024;Barang Jaminan dan/atau Harta Kekayaan Lain;1;ST-173/KNL.1505/2024;05-03-2024;08-03-2024;;;;;;;;;;;;;;;ND-71/KNL.1505/PiPem.4/2024;13-03-2024;Tanah;;Penilaian Guna Pengurusan Piutang Negara;Penjualan - Melalui Lelang;;4;;;;
1669;LAP-0018/1/PRO-01/KNL.1505/03.01.00/2024;13-03-2024;08-03-2024;51847000;Barang jaminan KSU Bangun Jaya;Kantor Pelayanan Kekayaan Negara dan Lelang Kendari;Kantor Pelayanan Kekayaan Negara dan Lelang Kendari;ND-48/KNL.150503/2024;Penilaian Properti;01-03-2024;Barang Jaminan dan/atau Harta Kekayaan Lain;1;ST-173/KNL.1505/2024;05-03-2024;08-03-2024;;;;;;;;;;;;;;;ND-71/KNL.1505/PiPem.4/2024;13-03-2024;Tanah;;Penilaian Guna Pengurusan Piutang Negara;Penjualan - Melalui Lelang;;4;;;;
1670;LAP-0018/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;34120000;Toyota Fortuner 2.7 DN 303 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1671;LAP-0019/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;21254000;Toyota Innova DN 121 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1672;LAP-0020/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;79862000;Pajero Dakar DN 11 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1673;LAP-0022/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;24209000;Avanza DN 41 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1674;LAP-0026/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;23520000;Bus DN 7407 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1675;LAP-0028/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;340000;Suzuki DN 2989 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1676;LAP-0030/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;456000;Bison DN 6613 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1677;LAP-0034/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;342000;Thunder DN 6530 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1678;LAP-0037/1/PRO-07/KNL.1603/07.03.01/2024;17-02-2024;15-02-2024;586000;Yamaha Xeon DN 2422 L;Kantor Pelayanan Kekayaan Negara dan Lelang Palu;Kabupaten Tojo Una Una;000.2.4/721/BPKAD/2023;Penilaian Properti;02-02-2024;Barang Milik Daerah;1;ST-45/KNL.1603/2024;12-02-2024;19-02-2024;;;;;;;;;;;;;;;S-144/KNL.1603/2024;19-02-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;26;;;;
1679;LAP-0029/1/PRO-01/KNL.1101/01.02.01/2024;15-03-2024;08-03-2024;890000;Bangunan yang akan di sewakan berupa Aula;Kantor Pelayanan Kekayaan Negara dan Lelang Pontianak;Kantor Pelayanan Kekayaan Negara dan Lelang Pontianak - KPKNL_SUBBAG_UMUM;ND-132/KNL.110102/2024;Penilaian Properti;23-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-232/KNL.1101/2024;05-03-2024;08-03-2024;;;;;;;;;;;;;;;ND-89/KNL.1101/Pi,Pem3/2024;18-03-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
1680;LAP-0023/1/PRO-07/KNL.0305/07.02.01/2024;15-03-2024;08-03-2024;3570000;Sebagian Tanah untuk Ruang Usaha;Kantor Pelayanan Kekayaan Negara dan Lelang Dumai;Kabupaten Kepulauan Meranti;340/BPKAD-ASET/80;Penilaian Properti;27-02-2024;Barang Milik Daerah;1;ST-77/KNL.0305/2024;04-03-2024;09-03-2024;;;;;;;;;;;;;;;S-167/KNL.0305/2024;18-03-2024;Tanah;;Penilaian Barang Milik Daerah;Pemanfaatan - Sewa;;1;;;;
1681;LAP-0029/1/PRO-01/KNL.0401/01.03.01/2024;13-02-2024;02-02-2024;490000;1 (satu) unit Speed Boat/Motor Tempel;Kantor Pelayanan Kekayaan Negara dan Lelang Jambi;Kantor Pelayanan Kekayaan Negara dan Lelang Jambi - KPKNL_PKN;ND-10/KNL.400102/2023;Penilaian Properti;03-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-46/KNL.0401/2024;01-02-2024;02-02-2024;;;;;;;;;;;;;;;;;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;6;;;;
1682;LAP-0010/1/PRO-01/KNL.1004/01.02.01/2024;14-03-2024;04-03-2024;36535000;Barang Milik Negara Berupa Sewa Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Jember;Kantor Pelayanan Kekayaan Negara dan Lelang Jember - KPKNL_PKN;ND-255/KPP.1207/2024;Penilaian Properti;27-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-165/KNL.1004/2024;04-03-2024;04-03-2024;;;;;;;;;;;;;;;ND-15/KNL.1004/PiPem.3/2024;14-03-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
1683;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;SP-1/II/LOG.7.2/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1684;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;SP-1/II/LOG.7.2/2024;23-02-2024;BATKD-2/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1685;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;SP-1/II/LOG.7.2/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1686;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1687;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-2/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1688;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1689;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1690;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-2/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1691;LAP-0070/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;6430000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Kia Sportage nomor plat XXX 2-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1692;LAP-0071/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;25532000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Nissan Terano nomor plat XXX 1-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;SP-1/II/LOG.7.2/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1693;LAP-0071/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;25532000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Nissan Terano nomor plat XXX 1-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;SP-1/II/LOG.7.2/2024;23-02-2024;BATKD-2/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1694;LAP-0071/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;25532000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Nissan Terano nomor plat XXX 1-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;SP-1/II/LOG.7.2/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1695;LAP-0071/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;25532000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Nissan Terano nomor plat XXX 1-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1696;LAP-0071/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;25532000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Nissan Terano nomor plat XXX 1-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-2/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
1697;LAP-0071/1/PRO-01/KNL.0304/01.03.01/2024;08-03-2024;19-01-2024;25532000;1 (satu) unit Kendaraan bermotor roda empat berupa Minibus merk/tipe Nissan Terano nomor plat XXX 1-29;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_SUBBAG_UMUM;ND-21/KNL.030402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-87/KNL.0304/2024;18-01-2024;19-01-2024;;;;;;;;;;;01/III/2024;23-02-2024;BATKD-1/KNL.0304/2024;19-01-2024;ND-66/KNL.0304/PiPem.4/2024;08-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;13;;;;
