No;Nomor Laporan;Tanggal Laporan;Tanggal Penilaian;Nilai Wajar Laporan;Deskripsi Objek;Nama Unit;Pemohon ;Nomor Surat Permohonan;Kategori Penilaian;Tanggal Permohonan Diterima;Objek Penilaian;Jumlah Objek Laporan;Nomor Surat Tugas;Tanggal Mulai Survey ;Tanggal Selesai Survey;Nomor Surat Kelengkapan ;Tanggal Surat Kelengkapan ;Nomor Surat Balas Kelengkapan ;Tanggal Surat Balas Kelengkapan ;Nota Dinas Tenaga Bantuan ;Tanggal Nota Dinas Tenaga Bantuan ;Nomor Nota Dinas Balas Bantuan ;Tanggal Balas Bantuan ;Nomor Surat BATKD Kirim ;Tanggal Surat BATKD Kirim ;Nomor Balasan Pemohon BATKD;Tanggal Balasan Pemohon BATKD;Nomor BATKD;Tanggal BATKD;Nomor Surat Penyerahan ;Tanggal Penyerahan ;Jenis Objek ;Jenis Objek Lainnya ;Tujuan Penilaian 1;Tujuan Penilaian 2;Tujuan Penilaian Lainnya ;Total Objek Permohonan ;Nomor Surat Konfirmasi ;Tanggal Surat Konfirmasi ;Nomor Surat Balas Konfirmasi;Tanggal Surat Balas Konfirmasi
38;LAP-0007/2/PRO-01/KNL.0503/01.02.01/2024;31-01-2024;24-01-2024;107547000;"Tanah Untuk Jalan Nasional Sp. Pematang - Sp. 
Bujung Tenuk";Kantor Pelayanan Kekayaan Negara dan Lelang Metro;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung - KPKNL_PKN;ND-29/KNL.0502/2024;Penilaian Properti;15-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-43/KNL.0503/2024;22-01-2024;24-01-2024;;;;;;;;;;;;;;;ND-85/KNL.05.03/2024;31-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;6;;;;
39;LAP-0039/1/PRO-01/KNL.0403/01.03.01/2024;26-01-2024;24-01-2024;11431000;satu unit kendaraan dinas roda empat (mobil unit tahanan) merk toyota kijang kf 60 nopol bg 9097 dz;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat - KPKNL_PKN;ND-26/KNL.040302/2024;Penilaian Properti;23-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-33/KNL.0403/2024;24-01-2024;24-01-2024;;;;;;;;;;;;;;;ND-85/KNL.0403/2024;26-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
40;LAP-0006/1/PRO-01/KNL.1301/01.02.01/2024;30-01-2024;25-01-2024;53690000;Sewa BMN berupa sebagian bidang tanahs seluas 246,77 m2 pada Zidam VI/Mlw;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_SUBBAG_UMUM;ND-31/KNL.130102/2024;Penilaian Properti;24-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-38/KNL.1301/2024;25-01-2024;25-01-2024;;;;;;;;;;;;;;;ND-150/KNL.1301/2024;30-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
41;LAP-15/1/PRO-01/KNL.1303/01.03.01/2024;29-01-2024;24-01-2024;59710000;Kendaraan Roda 4;Kantor Pelayanan Kekayaan Negara dan Lelang Tarakan;Kantor Pelayanan Kekayaan Negara dan Lelang Samarinda;ND-27/KNL.130302/2024;Penilaian Properti;22-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-16/KNL.1303/2024;23-01-2024;24-01-2024;;;;;;;;;;;;;;;ND-6/KNL.1303/PiPem4/2024;29-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;2;;;;
42;LAP-0025/1/PRO-01/KNL.1203/01.03.01/2024;31-01-2024;23-01-2024;161000;Material Bangunan Yang akan Dibongkar;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin - KPKNL_PKN;ND-50/KNL.120302/2024;Penilaian Properti;18-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-63/KNL.1203/2024;23-01-2024;23-01-2024;;;;;;;;;;;;;;;ND-121/KNL.1203/2024;31-01-2024;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;3;;;;
43;LAP-0035/1/PRO-01/KNL.1602/01.03.01/2024;30-01-2024;24-01-2024;1212000;Material Bongkaran Bangunan yang akan dibongkar pada MTsN 1 Kota Gorontalo;Kantor Pelayanan Kekayaan Negara dan Lelang Gorontalo;Kantor Pelayanan Kekayaan Negara dan Lelang Gorontalo - KPKNL_SUBBAG_UMUM;ND-20/KNL.160202/2024;Penilaian Properti;22-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-24/KNL.1602/2024;24-01-2024;24-01-2024;;;;;;;;;;;;;;;ND-101/KNL.1602/2024;30-01-2024;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
44;LAP-0004/1/PRO-01/KNL.1701/01.02.01/2024;23-01-2024;12-01-2024;21000000;Laporan penilaian BMN Pomdam;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon - KPKNL_PKN;ND-25/KNL.170102/2024;Penilaian Properti;10-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-23/KNL.1701/2024;11-01-2024;17-01-2024;;;;;;;;;;;;;;;ND-28/KNL.1701/PiPem.4/2024;24-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;5;;;;
45;LAP-0005/1/PRO-01/KNL.1701/01.02.01/2024;23-01-2024;17-01-2024;18391000;Lporan penilaian BMN Rndam;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon;Kantor Pelayanan Kekayaan Negara dan Lelang Ambon - KPKNL_PKN;ND-25/KNL.170102/2024;Penilaian Properti;10-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-23/KNL.1701/2024;11-01-2024;17-01-2024;;;;;;;;;;;;;;;ND-28/KNL.1701/PiPem.4/2024;24-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;5;;;;
46;LAP-0002/1/PRO-01/KNL.1302/01.02.01/2024;10-01-2024;09-01-2024;7621000;Sewa Barang Milik Negara Berupa Sebagian Tanah Bangunan Kantor Pemerintah;Kantor Pelayanan Kekayaan Negara dan Lelang Samarinda;Kantor Pelayanan Kekayaan Negara dan Lelang Samarinda - KPKNL_PKN;ND-6/KNL.130202/2024;Penilaian Properti;05-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-13/KNL.1302/2023;08-01-2024;09-01-2024;;;;;;;;;;;;;;;NOMOR ND-50/KNL.1302/2024;10-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
47;LAP-0004/1/PRO-01/KNL.1202/01.03.01/2024;25-01-2024;12-01-2024;11398000;Kendaraan Bermotor Roda Dua dan Roda Empat Beragam Merek;Kantor Pelayanan Kekayaan Negara dan Lelang Pangkalan Bun;Kantor Pelayanan Kekayaan Negara dan Lelang Pangkalan Bun - KPKNL_PKN;ND-7/KNL.120202/2024;Penilaian Properti;03-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);14;ST-13/KNL.1202/2024;10-01-2024;12-01-2024;;;;;;;;;;;;;;;ND-16/KNL.1202/PiPem.4/2024;26-01-2024;Peralatan dan Mesin, Scrap;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;21;;;;
48;LAP-0017/1/PRO-01/KNL.1502/01.02.01/2024;25-01-2024;18-02-2024;149194000;Laporan Penilaian Ringkas Sewa Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Makassar;Kantor Pelayanan Kekayaan Negara dan Lelang Makassar - KPKNL_PKN;ND-46/KNL.150202/2024;Penilaian Properti;12-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-58;18-01-2024;18-01-2024;;;;;;;;;;;;;;;ST-58/KNL.150202/2024;17-01-2023;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
49;LAP-006/1/PRO-01/KNL.1401/01.02.01/2024;15-01-2024;10-01-2024;12150000;Sebagian Tanah untuk kantin;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar - KPKNL_PKN;ND-595/KNL.140102/2023;Penilaian Properti;02-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-20/KNL.1401/2024;10-01-2024;10-01-2024;;;;;;;;;;;;;;;ND-86/KNL.1401/2024;15-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
50;LAP-1/1/PRO-01/KNL.0502/01.02.01/2024;15-01-2024;12-01-2024;10658000;Tanah Bangunan Kantor Pemerintah;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung - KPKNL_PKN;ND-3/KNL.050202/2024;Penilaian Properti;04-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-18/KNL.0502/2024;12-01-2024;12-01-2024;;;;;;;;;;;;;;;NOMOR ND-6/KNL.0502/PiPem.3/2024;15-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
51;LAP-2/1/PRO-01/KNL.0903/01.03.01/2024;17-01-2024;11-01-2024;740000;Sisa Material Bongkaran Bangunan yang Akan Dibongkar;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan - KPKNL_PKN;ND-10/KNL.090302/2024;Penilaian Properti;09-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-30/KNL.0903/2024;11-01-2024;11-01-2024;;;;;;;;;;;;;;;ND-103/KNL.0903/2024;19-01-2024;;;Penilaian Barang Milik Negara;Pemindahtanganan - Lainnya;Penghapusan karena sebab-sebab Lain;1;;;;
52;LAP-103/1/PRO-01/KNL.1601/01.02.01/2024;24-01-2024;19-01-2024;44666000;Penilaian sebagian tanah untuk ATM dalam rangka Pemanfaatan dalam bentuk sewa;Kantor Pelayanan Kekayaan Negara dan Lelang Manado;Kantor Pelayanan Kekayaan Negara dan Lelang Manado - KPKNL_PKN;B/3665/X2023;Penilaian Properti;16-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-49/KNL.1601/2024;;;;;;;;;;;;;;;;;ND-15/KNL.1601/PiPem.4/2024;24-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;7;;;;
53;LAP-0004/1/PRO-01/KNL.1301/01.03.01/2024;24-01-2024;19-01-2024;4391000;BMN berupa material bongkaran 3 (tiga) unit bangunan yang akan dibongkar;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_PKN;ND-23/KNL.130102/2024;Penilaian Properti;17-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);3;ST-27/KNL.1301/2024;18-01-2024;19-01-2024;;;;;;;;;;;;;;;ND-122/KNL.1301/2024;24-01-2024;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Lainnya;Penjualan Material Sisa Bongkaran;3;;;;
54;LAP-5/1/PRO-01/KNL.1401/01.02.01/2024;12-01-2024;11-01-2024;5751000;BMN Sebagian Tanah Untuk Kantin pada Rumah Tahanan Negara Kelas IIB Klungkung;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar - KPKNL_PKN;ND-596/KNL.140102/2023;Penilaian Properti;02-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-16/KNL.1401/2024;11-01-2024;11-01-2024;;;;;;;;;;;;;;;ND-73/KNL.1401/2024;15-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
55;LAP-0008/1/PRO-01/KNL.1404/01.01.00/2024;26-01-2024;24-01-2024;625000;Sewa Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Bima;Kantor Pelayanan Kekayaan Negara dan Lelang Bima - KPKNL_PKN;ND-43/KNL.140402/2024;Penilaian Properti;18-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-25/KNL.1404/2024;23-01-2024;24-01-2024;;;;;;;;;;;;;;;ND-96/KNL.1404/2024;29-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
56;LAP-0028/1/PRO-01/KNL.1203/01.02.01/2024;02-02-2024;26-01-2024;825000;Sewa Sebagian Tanah dan Bangunan Aula;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin - KPKNL_PKN;ND-58/KNL.120302/2024;Penilaian Properti;19-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-60/KNL.1203/2024;26-01-2024;26-01-2024;;;;;;;;;;;;;;;ND-140/KNL.1203/2024;02-02-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
57;LAP-0038/1/PRO-01/KNL.0403/01.03.01/2024;19-01-2024;18-01-2024;50852000;Kendaraan Bermotor;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-36/KNL.0402/2024;Penilaian Properti;09-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-24/KNL.0403/2024;18-01-2024;18-01-2024;;;;;;;;;;;;;;;ND-71/KNL.0403/2024;19-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
58;LAP-0013/1/PRO-05/KNL.0303/05.00.00/2024;30-01-2024;26-01-2024;2685298000;Tanah dan Bangunan di atasnya kemenag pelalawan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekanbaru;Kantor Pelayanan Kekayaan Negara dan Lelang Pekanbaru - KPKNL_PKN;P-053/Kk.04.07/01/2024;Penilaian Properti;23-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);4;ST-47/KNL.0303/2024;24-01-2024;26-01-2024;;;;;;;;;;;;;;;S-119/KNL.0303/2024;31-01-2024;Tanah, Bangunan;;Penilaian Dalam Rangka Penugasan Lainnya;Lainnya;Penilaian Barang Yang Akan Ditetapkan Status Penggunaannya Menjadi BMN;4;;;;
59;LAP-0011/1/PRO-01/KNL.0301/01.02.01/2024;25-01-2024;23-02-2024;3718000;Barang Milik Negara berupa sebagian Tanah Bangunan Kantor Pemerintah NUP 1 untuk Kantin;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;Kantor Pelayanan Kekayaan Negara dan Lelang Padang - KPKNL_PKN;ND-33/KNL.030102/2024;Penilaian Properti;19-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-60/KNL.0301/2024;23-01-2024;23-01-2024;;;;;;;;;;;;;;;ND-87/KNL.0301/2024;25-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
60;LAP-0018/1/PRO-01/KNL.1303/01.02.01/2024;06-02-2024;02-02-2024;126170000;Sewa Tanah dan/atau Bangunan pada Kepolisian Resor Tarakan;Kantor Pelayanan Kekayaan Negara dan Lelang Tarakan;Kantor Pelayanan Kekayaan Negara dan Lelang Samarinda;ND-37/KNL.130302/2024;Penilaian Properti;30-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-18/KNL.1303/2024;01-02-2024;02-02-2024;;;;;;;;;;;;;;;ND-17/KNL.1303/PiPem.4/2024;06-02-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
61;LAP-0017/1/PRO-01/KNL.1303/01.02.01/2024;06-02-2024;02-02-2024;31818000;Sewa Sebagian Tanah untuk penempatan Mesin ATM pada Kepolisian Resor Tarakan;Kantor Pelayanan Kekayaan Negara dan Lelang Tarakan;Kantor Pelayanan Kekayaan Negara dan Lelang Samarinda;ND-35/KNL.130302/2024;Penilaian Properti;30-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-18/KNL.1303/2024;01-02-2024;02-02-2024;;;;;;;;;;;;;;;ND-16/KNL.1303/PiPem.4/2024;06-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
62;LAP-007/1/PRO-01/KNL.0704/01.02.01/2024;19-01-2024;18-01-2024;54621000;"BARANG MILIK NEGARA BERUPA SEBAGIAN TANAH DAN BANGUNAN UNTUK PENEMPATAN MESIN ANJUNGAN TUNAI MANDIRI (ATM) PT BANK RAKYAT INDONESIA (PERSERO)
CABANG JAKARTA KEMAYORAN
SEKRETARIAT UTAMA BADAN METEOROLOGI, KLIMATOLOGI, DAN GEOFISIKA";Kantor Pelayanan Kekayaan Negara dan Lelang Jakarta IV;Kantor Pelayanan Kekayaan Negara dan Lelang Jakarta IV - KPKNL_PKN;ND-38/KNL.070402/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-37/KNL.0704/2024;17-01-2024;18-01-2024;;;;;;;;;;;;;;;ND-118/KNL.0704/2024;19-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
63;LAP-6/1/PRO-01/KNL.0903/01.02.01/2024;01-02-2024;24-01-2024;2576000;Sewa sebagian tanah dan bangunan untuk loket ekstension;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan - KPKNL_PKN;ND-25/KNL.090302/2024;Penilaian Properti;22-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-91/KNL.0903/2024;24-01-2024;24-01-2024;;;;;;;;;;;;;;;ND-173/KNL.0903/2024;02-02-2024;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
64;LAP-0015/1/PRO-01/KNL.0901/01.02.01/2024;26-01-2024;26-01-2024;5974000;BMN Sewa Sebagian Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang - KPKNL_PKN;B/15.150/XII/LOG.1.7/2023;Penilaian Properti;18-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-214/KNL.0901/2024;19-01-2024;19-01-2024;;;;;;;;;;;;;;;ND-28/KNL.0901/PiPem.4/2024;26-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
65;LAP-0017/1/PRO-01/KNL.0305/01.03.01/2024;01-02-2024;26-01-2024;87194000;Limbah Padat (Scrap) Eks Harta Benda Modal;Kantor Pelayanan Kekayaan Negara dan Lelang Dumai;Pusat Pengelolaan Barang Milik Negara;T-2263/BN.06/SJA.3/2023;Penilaian Properti;15-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-32/KNL.0305/2024;22-01-2024;27-01-2024;;;;;;;;;;;;;;;S-60/KNL.0305/2024;07-02-2024;Lain - lain;Barang Milik Negara (BMN) Hulu Migas berupa Harta Benda Modal (HBM);Penilaian Kekayaan Negara Lain-Lain;Lainnya;Penilaian BMN Hulu Migas (PMK 140 Tahun 2020);1;;;;
66;LAP-0011/1/PRO-01/KNL.0305/01.03.01/2024;01-02-2024;26-01-2024;122103000;Limbah Padat (Scrap) Eks Harta Benda Modal;Kantor Pelayanan Kekayaan Negara dan Lelang Dumai;Pusat Pengelolaan Barang Milik Negara;T-1971/BN.06/SJA.3/2023;Penilaian Properti;15-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-32/KNL.0305/2024;22-01-2024;27-01-2024;;;;;;;;;;;;;;;S-60/KNL.0305/2024;07-02-2024;Lain - lain;Barang Milik Negara (BMN) Hulu Migas berupa Harta Benda Modal (HBM);Penilaian Kekayaan Negara Lain-Lain;Lainnya;Penilaian BMN Hulu Migas (PMK 140 Tahun 2020);1;;;;
67;LAP-0010/1/PRO-01/KNL.0901/01.02.01/2024;19-01-2024;09-01-2024;56750000;BMN Sebagian Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang;Kantor Pelayanan Kekayaan Negara dan Lelang Semarang - KPKNL_PKN;S-114/PL.310/H.12.13/11/2023;Penilaian Properti;03-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-92/KNL.0901/2024;09-01-2024;09-01-2024;;;;;;;;;;;;;;;ND-16/KNL.0901/PiPem.4/2024;19-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
68;LAP-0033/1/PRO-01/KNL.0402/01.02.01/2024;25-01-2024;18-01-2024;15710000;Sewa Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-71/KNL.040202/2024;Penilaian Properti;17-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);7;ST-93/KNL.0402/2024;18-01-2024;18-01-2024;;;;;;;;;;;;;;;ND-154/KNL.0402/2024;25-01-2024;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;7;;;;
69;LAP-0037/1/PRO-01/KNL.0402/01.03.01/2024;30-01-2024;23-01-2024;189456000;Kendaraan bermotor roda empat;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-74/KNL.040202/2024;Penilaian Properti;17-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);4;ST-98/KNL.0402/2024;23-01-2024;23-01-2024;;;;;;;;;;;;;;;ND-179/KNL.0402/2024;31-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;4;;;;
70;LAP-0008/1/PRO-05/KNL.0301/05.00.00/2024;25-01-2024;22-01-2024;17833000;Barang Rampasan Negara Selain Tanah Dan/atau Bangunan Berupa 1 Unit Kendaraan Bermotor Roda Empat;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;Kantor Pelayanan Kekayaan Negara dan Lelang Padang - KPKNL_PKN;ND-34/KNL.030102/2024;Penilaian Properti;19-01-2024;Barang Rampasan;1;ST-61/KNL.0301/2024;22-01-2024;22-01-2024;;;;;;;;;;;;;;;ND-84/KNL.0301/2024;25-01-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Penyusunan Neraca Pemerintah Pusat;;1;;;;
71;LAP-008/1/PRO-01/KNL.0303/01.02.01/2024;22-01-2024;19-01-2024;32409000;Penilaian sewa tanah untuk ruang ATM BRI di BKN;Kantor Pelayanan Kekayaan Negara dan Lelang Pekanbaru;Kantor Pelayanan Kekayaan Negara dan Lelang Pekanbaru - KPKNL_PKN;ND-34/KNL.030302/2024;Penilaian Properti;15-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-34/KNL.0303/2024;17-01-2024;19-01-2024;;;;;;;;;;;;;;;ND-85/KNL.0303/2024;22-01-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
72;LAP-0029/1/PRO-01/KNL.0402/01.02.01/2024;24-01-2024;18-01-2024;33915000;sewa sebagian tanah untuk TK dan Koperasi;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-69/KNL.040202/2023;Penilaian Properti;16-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-91/KNL.0402/2024;18-01-2024;19-01-2024;;;;;;;;;;;;;;;;;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;4;;;;
73;LAP-0030/1/PRO-01/KNL.0402/01.02.01/2024;24-01-2024;19-01-2024;31604000;Sewa Sebagian Tanah Untuk TK dan Koperasi;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-69/KNL.040202/2023;Penilaian Properti;16-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-91/KNL.0402/2024;18-01-2024;19-01-2024;;;;;;;;;;;;;;;;;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;4;;;;
74;LAP-0002/1/PRO-01/KNL.1102/01.01.00/2024;24-01-2024;18-01-2024;65094000;tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Singkawang;Kantor Pelayanan Kekayaan Negara dan Lelang Singkawang - KPKNL_PKN;B/71/I/2024;Penilaian Properti;11-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-16/KNL.1102/2024;16-01-2024;18-01-2024;;;;;;;;;;;;;;;S-13/KNL.1102/2024;24-01-2024;Tanah;;Penilaian Barang Milik Negara;Penyusunan Neraca Pemerintah Pusat;;3;;;;
75;LAP-0003/1/PRO-01/KNL.1005/01.03.01/2024;24-01-2024;15-01-2024;9675000;MATERIAL BONGKARAN BANGUNAN PADA BANGUNAN YANG AKAN DIBONGKAR BERUPA BANGUNAN GEDUNG PENDIDIKAN PERMANEN;Kantor Pelayanan Kekayaan Negara dan Lelang Pamekasan;Kantor Pelayanan Kekayaan Negara dan Lelang Pamekasan - KPKNL_PKN;ND-12/KNL.100502/2024;Penilaian Properti;09-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST- 54/KNL.1005/2024;15-01-2024;15-01-2024;;;;;;;;;;;;;;;;;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
76;LAP-0004/1/PRO-01/KNL.0902/01.02.01/2024;22-01-2024;17-01-2024;88090000;SEBAGIAN TANAH DAN BANGUNAN PADA KEPOLISIAN RESOR KARANGANYAR UNTUK TK BHAYANGKARI;Kantor Pelayanan Kekayaan Negara dan Lelang Surakarta;Kantor Pelayanan Kekayaan Negara dan Lelang Surakarta;ND-22/KNL.090202/2024;Penilaian Properti;09-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);3;ST- 56/KN.0902/2024;17-01-2024;17-01-2024;;;;;;;;;;;;;;;ND-28/KNL.0902/PiPem.4/2024;22-01-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;4;;;;
